id,supervisor_id,is_verified_rating,overall_score,score_academic,score_mentoring,score_wellbeing,score_stipend,score_resources,score_ethics,upvotes,downvotes,created_at,first_year_income
42c9d74d-ae17-4d5a-b3d9-ee2e9bcc91a4,f258c222-1832-45c8-9c96-3fb2d5c6bc6c,False,2.88,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.199154+00:00,
0869d4f6-fa10-4741-8499-c018b2d94f88,d39244e2-694d-4557-bafe-73c391ac9cbe,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.199154+00:00,
9c6a374d-1f60-48ec-af94-915b3a231739,8947825a-72db-4ae5-9f15-990be44cf02f,False,2.75,1.00,4.00,4.00,,2.00,,0,0,2026-03-24 05:44:00.199155+00:00,
cb47266f-71a7-49e3-bf82-852d4ae39a62,42c59a76-0aa1-4529-a0e9-a90225e4a296,False,3.25,2.00,5.00,3.00,,3.00,,0,0,2026-03-24 05:44:00.199155+00:00,
8389c698-8c56-42a7-bdaf-30ff672da339,d24264e7-f3af-4e2a-a549-e70c1ed19ae5,False,3.25,3.00,4.00,3.00,,3.00,,0,0,2026-03-24 05:44:00.199156+00:00,
b902b741-c244-4b35-832c-18a929d35adb,6ad9443c-86bb-49c7-b662-1dd3d9a7c0dd,False,2.50,3.00,1.00,2.00,,4.00,,0,0,2026-03-24 05:44:00.199156+00:00,
4dfd124c-4a09-497c-a96f-c8064d75b053,c10c8899-b51b-43c4-933d-b8472f22d772,False,3.00,4.00,4.00,,,1.00,,0,0,2026-03-24 05:44:00.200231+00:00,
b6d8b236-09be-4301-afe0-b3b49b364c3c,90599768-cd16-41f2-9f69-4bbc45d7bd94,False,4.00,4.00,4.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.200555+00:00,
f3800239-22f2-4e60-9213-545793c3691f,e64a1b51-c500-4b95-ac0b-fdbfbee33e32,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.200557+00:00,
ab0fa9a3-2cd4-4ddf-8179-f6aae9a7635d,03bea5db-c8c7-443f-95c1-532dec0f23a2,False,2.38,3.00,1.00,2.00,,3.00,,0,0,2026-03-24 05:44:00.200558+00:00,
fd0d79d0-4f42-4ae2-b41b-fc491cb2654c,b0623aee-f7bf-441f-bf5c-c1267678c718,False,1.25,1.00,1.00,1.00,,2.00,,0,0,2026-03-24 05:44:00.200558+00:00,
dc38c80c-3132-4d76-a6f5-11b6d1c4a4eb,78f24a33-c7c4-4b01-b5b3-8f0b0eb7e2a2,False,1.00,1.00,,,,1.00,,0,0,2026-03-24 05:44:00.201001+00:00,
5e477e95-ba21-4209-9051-c85dd958a194,ce13f9cb-d01a-4d40-8981-50629f01e79d,False,2.83,2.00,1.00,,,3.00,,0,0,2026-03-24 05:44:00.201272+00:00,
49ccff53-0522-4e08-928c-2a9377e4ef54,aaffc8ba-26fc-4beb-b216-ca4d3b97019d,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.201610+00:00,
175fe872-4064-46bb-b5dd-420a9e609a92,def31780-a372-400c-8a0e-18d88abfe8ad,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.201612+00:00,
ca20dea2-acc9-4153-ade7-34f0fe3987f4,95c3b8d6-060d-49b0-ba10-683f466ac451,False,1.56,3.00,1.00,1.00,,2.00,,0,0,2026-03-24 05:44:00.201612+00:00,
cb3be7fa-5026-4c34-9e7d-857d66d11bbe,a4130e5b-01df-4518-bf12-52a051e8d206,False,2.00,2.00,2.00,1.00,,3.00,,0,0,2026-03-24 05:44:00.201613+00:00,
f4a7f467-96c2-4486-903c-257b72db26c8,c231b87a-2e68-43b3-922e-6a174ebda8cc,False,3.25,4.00,3.00,4.00,,2.00,,0,0,2026-03-24 05:44:00.201614+00:00,
20484440-49bd-4353-a1b9-03d1eb68ac68,0c9ab1c4-2d5e-4d04-a5ef-a6a50d294262,False,2.25,2.00,1.00,3.00,,3.00,,0,0,2026-03-24 05:44:00.201614+00:00,
8d786d86-90fc-4f7d-8706-4312af81b217,40a5867a-4bea-4ebb-9cb0-a2839341df55,False,2.00,1.00,1.00,1.00,,5.00,,0,0,2026-03-24 05:44:00.201615+00:00,
ce7be449-c97d-4052-a152-c744af31db4b,6625cdda-e038-429a-8251-c34b4d464d62,False,1.75,1.00,1.00,1.00,,2.00,,0,0,2026-03-24 05:44:00.201615+00:00,
8c8ad37a-b818-421a-94d3-109f54f64b7b,0b23e2e1-93e4-4991-b264-86348b435764,False,1.25,1.00,2.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.201615+00:00,
f5e4df99-c2e7-450c-ac66-54de1a1291e6,9ef74b4e-ba0d-4955-9f12-c8ffe961bd4d,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.201616+00:00,
1fe75c89-df09-4896-9682-d2b42e0b8c5c,a98d4160-d7b1-4c92-aec8-2e55c93ad294,False,3.50,3.00,4.00,3.00,,4.00,,0,0,2026-03-24 05:44:00.201616+00:00,
80f8955e-be8e-4380-99d5-5a56689ba19c,3a9d1719-f2e9-4d90-a800-c5ec834f361b,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.201617+00:00,
133fed21-11ed-417b-8dc3-188bf00205a2,0b7ac83d-8249-4169-b212-3b3e88bc4b67,False,3.50,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.201617+00:00,
14106f77-5f05-44ee-ab54-c680d3f3c899,43cc9979-43cc-4a92-b587-85d4c4d4bd22,False,1.25,1.00,2.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.201618+00:00,
789739b9-55c8-4b79-a184-cf7e46154a9f,61520d49-6c91-44ca-9118-b0c07815dbc7,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.201618+00:00,
5717255a-6fe6-4299-a924-702c3f203595,39587702-4f26-420a-be98-89af0eb48b19,False,1.50,1.00,1.00,1.00,,3.00,,0,0,2026-03-24 05:44:00.201619+00:00,
bc9abd7e-677c-4cec-8204-037d939ea57d,f7277991-ea7c-4a6b-9478-8e72625d0ac9,False,2.00,2.00,,,,,,0,0,2026-03-24 05:44:00.202744+00:00,
8cbd6f61-5108-46a1-9a7b-7a8d66480771,15e87cc2-8b08-41b0-bc24-136452d21476,False,3.00,1.00,1.00,2.00,,4.00,,0,0,2026-03-24 05:44:00.203256+00:00,
57403a69-4701-402b-a505-2e8aa2b29924,358ab103-ddd0-4249-be64-09487015339c,False,1.38,3.00,1.00,1.00,,2.00,,0,0,2026-03-24 05:44:00.203259+00:00,
558b99f5-44e2-4395-a48b-190fb212db93,a280a780-ecff-48b5-831d-59758ed2abf5,False,1.13,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.203259+00:00,
74d08730-072b-4fab-bedd-9fd9c06c3129,1d02cc90-b0a4-4779-b101-19ab61300b31,False,4.33,5.00,3.00,,,5.00,,0,0,2026-03-24 05:44:00.203883+00:00,
d0b55937-2388-4bdb-b559-9929e72d381c,21f4e46c-95f2-457f-954c-ba737fff5596,False,4.50,4.00,5.00,5.00,,4.00,,0,0,2026-03-24 05:44:00.204392+00:00,
b13b0f46-7248-4c92-bb86-4f0dfb1648b3,dfded310-beb0-413b-916e-96eb68dcc214,False,4.25,5.00,5.00,4.00,,3.00,,0,0,2026-03-24 05:44:00.204396+00:00,
d586e7ba-e8ae-4f38-bfb7-453308cce629,98feef33-4434-45be-a768-77130caabe26,False,2.25,4.00,1.00,1.00,,3.00,,0,0,2026-03-24 05:44:00.204397+00:00,
88a91076-4362-413f-9bd3-86189782c35a,d316efc1-7ef0-47ba-a5d6-e2ef016ac709,False,3.75,4.00,5.00,3.00,,3.00,,0,0,2026-03-24 05:44:00.204397+00:00,
d26068bc-83a4-47e8-ba34-37368cd7f313,0e8893a7-3a57-4632-b5c7-95813807ec2f,False,4.50,4.00,5.00,5.00,,4.00,,0,0,2026-03-24 05:44:00.204398+00:00,
6b81120e-e535-4c54-be8c-6a142ca1a708,8192a9ed-70dc-4c7f-b401-520423115459,False,1.50,2.00,1.00,1.00,,2.00,,0,0,2026-03-24 05:44:00.204398+00:00,
bddd5197-dda9-4736-a65e-e09fe7af36f5,472b9546-c4e0-4ce8-bc80-2c819086269e,False,4.25,4.00,5.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.204399+00:00,
27add3b1-e572-4430-a302-3c101b482a0e,42861fee-db79-44e3-94a2-fad48017f340,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.204399+00:00,
a59c4676-ac08-42d0-8200-e4945c750452,89e84b4b-9871-49a5-a6ce-44c05a3dca0c,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.204400+00:00,
8df329ef-a982-472a-a968-053e61684b30,9139291c-dd8a-4412-a513-8146d6b361ea,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.204400+00:00,
3ab39d9c-8a2b-4c47-aa6f-05a3d58a503a,4000446e-6927-43b5-934e-8b4d23567edb,False,3.00,1.00,1.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.204400+00:00,
248f9905-3eb1-4750-bba4-f3a3fc21a982,3e2868f0-7e03-4601-98c3-ab14ea01775d,False,4.75,5.00,5.00,5.00,,4.00,,0,0,2026-03-24 05:44:00.204401+00:00,
cb280903-5454-4f73-a6f4-27c619aa4ad9,8f39507a-105a-4821-bc43-68365de07351,False,4.75,5.00,4.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.204401+00:00,
e41f6a1e-ad48-430f-a9cd-a859f5164306,23afb11c-5316-4b4f-8085-53142a6be078,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.204402+00:00,
a0360053-1a84-4824-8265-fb6e392bb243,60d76608-9b51-4aa6-bed4-42487ef01c96,False,2.00,4.00,1.00,1.00,,,,0,0,2026-03-24 05:44:00.205539+00:00,
db8e795e-50db-4576-a41b-aac81c2a48eb,c8985663-3770-4f3b-adf6-810259d839e7,False,3.17,2.00,,3.00,,5.00,,0,0,2026-03-24 05:44:00.206060+00:00,
6be87d20-918a-4f0d-bebc-80b7565006f9,e987c4af-2889-411b-9d4d-40b8bb0acd53,False,4.50,5.00,5.00,5.00,,3.00,,0,0,2026-03-24 05:44:00.206443+00:00,
1f0a635e-6f1d-4aba-a016-826b72d13580,f6e20ba2-3f98-4e2a-bd65-2d2eeeb8e2ee,False,2.50,2.00,1.00,1.00,,2.00,,0,0,2026-03-24 05:44:00.206445+00:00,
9cc4c605-cefd-4e8c-ba33-64cf503292b0,83825ebe-cf0d-4ce6-a034-2144e0dcfc57,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.206446+00:00,
09116d0d-c626-4e49-af53-50d0c6618c3b,25068835-d3c6-4c5b-80f7-6c9feb5b8183,False,1.67,1.00,1.00,,,3.00,,0,0,2026-03-24 05:44:00.206962+00:00,
7af2589d-8683-4317-85ff-df10a086cd1f,106564e6-2ac1-4363-af1a-9bd2d37b3eb0,False,4.50,5.00,5.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.207287+00:00,
d4cd2009-fd11-4b3e-8aa4-ef59e3e33b9b,6b475060-7f54-4025-8b3c-cbafe252a925,False,1.25,1.00,1.00,2.00,,1.00,,0,0,2026-03-24 05:44:00.207289+00:00,
6561702a-1eb0-4ba8-937b-30addc62b7da,38f7f4f1-44f8-4807-a74c-33643d946143,False,1.00,1.00,1.00,,,1.00,,0,0,2026-03-24 05:44:00.207684+00:00,
ad393e4b-10ce-4fd1-9fc3-334f557314d6,3a51deae-a5c6-4603-a4cb-de621d5f913e,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.207980+00:00,
3cfa34a1-353b-4c76-82e7-f7e835bbfdcd,84d6f59f-b5b3-42c3-a48f-6c77a4f24939,False,5.00,,5.00,,,,,0,0,2026-03-24 05:44:00.208275+00:00,
8c4d612a-6050-496e-aa65-03cf89e69c7a,9ac3b9e9-bc0a-4e2a-a90c-36c2b996027b,False,1.25,1.00,1.00,1.00,,2.00,,0,0,2026-03-24 05:44:00.208573+00:00,
62aa9c3f-01b5-4869-8d40-6b915ecd5390,76b42f48-c9f4-4dc0-a6b1-bfa75b9c0e4d,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.208575+00:00,
019c8f32-bf3e-4962-9515-dfc5e5390dd3,d7936d94-67c8-4c80-908c-6b65811c9b70,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.208575+00:00,
dc9374c5-3fcf-4aae-8221-5bf5e453a068,69e2ae73-5806-484b-b7f8-a3b448885f10,False,4.00,4.00,5.00,,,3.00,,0,0,2026-03-24 05:44:00.209008+00:00,
c6958f23-86cd-4863-b36d-b7c8f3bb1f2d,bb65bc91-0d53-45dd-9555-ba49659e86a6,False,4.13,3.00,,,,5.00,,0,0,2026-03-24 05:44:00.209235+00:00,
218737a6-91ef-4533-96d9-8e45102d9d17,dc13d925-f009-496b-ae7d-e84ff45c4a96,False,1.50,1.00,1.00,3.00,,1.00,,0,0,2026-03-24 05:44:00.209435+00:00,
48f89525-dff7-4305-9c2b-ef22a360ab19,1835190f-7130-4fe3-8bb4-1a94917506fb,False,3.50,1.00,1.00,1.00,,3.00,,0,0,2026-03-24 05:44:00.209436+00:00,
84594ac3-d67a-49b3-9ce3-672156868325,bb60f621-95ea-468a-a717-b600c60116bc,False,4.00,,4.00,,,,,0,0,2026-03-24 05:44:00.209721+00:00,
fc895271-da97-4503-8e19-018086184e88,aeb5675a-fd43-4d70-b46d-875e1d15ed78,False,2.04,2.00,1.00,,,4.00,,0,0,2026-03-24 05:44:00.209960+00:00,
c6c11e66-cfb2-4d31-94cc-f89cefcb2b82,e48b03f4-98b5-4c3c-a2c3-f2b5f90b8613,False,4.75,5.00,5.00,5.00,,4.00,,0,0,2026-03-24 05:44:00.210177+00:00,
39fd0279-ce52-4dfc-bada-c1af42d00ad5,93d7201a-ad4a-4ada-8d67-d96a5cdf8458,False,1.25,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.210178+00:00,
4bf04efa-63c9-476a-a259-038815a30691,a68db70e-10fa-4863-bbf6-c55c23341a0f,False,1.63,2.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.210179+00:00,
13d33b15-52c9-4b3b-a03e-21567b9cf796,2611a01d-676a-4290-9db9-a6327535b913,False,2.00,3.00,1.00,2.00,,2.00,,0,0,2026-03-24 05:44:00.210179+00:00,
ba35dcbb-58eb-45d7-aba5-ed76e506b756,095b70ac-cb6d-4396-975e-92d6d26e439e,False,2.00,2.00,2.00,2.00,,2.00,,0,0,2026-03-24 05:44:00.210180+00:00,
63d3817e-6493-4142-b1b1-d25c2fc9f746,c6741164-0575-436f-87be-c1c2c33518ad,False,3.67,2.00,1.00,1.00,,2.00,,0,0,2026-03-24 05:44:00.210180+00:00,
462598c4-ea13-4644-9a0c-1591c2fd7823,8be8dc03-d9c7-4e9e-9b42-8fa5681cdd0b,False,3.75,4.00,3.00,3.00,,5.00,,0,0,2026-03-24 05:44:00.210181+00:00,
80a87f14-c5d5-40be-80ee-a0269b6f79e4,2970c25e-d41f-4ac2-ae42-f642f6231a35,False,1.50,1.00,2.00,2.00,,1.00,,0,0,2026-03-24 05:44:00.210181+00:00,
063bb30b-1ecd-440a-8ca9-32e670978a94,bdcb21cb-7bd0-45fb-9357-48a7dd548d5f,False,3.25,3.00,3.00,3.00,,4.00,,0,0,2026-03-24 05:44:00.210182+00:00,
7756d222-c9be-4f35-98fa-2b568961af76,ea90b632-0d24-4065-8d41-a93b5c4e796b,False,3.75,3.00,4.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.210183+00:00,
33d1716f-6e52-4ca9-a6eb-1ecfbca16889,047cbeee-e64a-4acc-bb6e-432bddbf75ff,False,4.00,4.00,,,,,,0,0,2026-03-24 05:44:00.211047+00:00,
c9c6cb8e-dfaf-4bcb-94f1-951fd451fb60,79d73194-9a85-4a9d-94eb-92b6f563e2a8,False,3.81,4.00,4.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.211317+00:00,
9c6518d1-1682-4f3b-ba92-910eb9deb692,6bf3939c-e0db-4132-8201-a70cb1cc0459,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.211318+00:00,
4c49f15c-38e4-4d82-84a6-29a7f916badd,1adb0251-9416-429b-a297-b6913fb1a757,False,4.25,3.00,5.00,4.00,,5.00,,0,0,2026-03-24 05:44:00.211319+00:00,
bc366ff5-cfdd-424a-9b59-1c78e4d6a9d6,8bbf425e-7c0e-420c-9633-808b2b41eab5,False,2.00,3.00,1.00,1.00,,3.00,,0,0,2026-03-24 05:44:00.211319+00:00,
1d1fec47-9d2c-4d9b-b96f-b66df6af51be,b4dd0718-9b04-42f7-9d11-13ad4f399986,False,4.50,4.00,5.00,4.00,,5.00,,0,0,2026-03-24 05:44:00.211320+00:00,
00949972-b07d-403d-a4f5-2115b5bf86f2,ec13f890-dfc2-4edc-8706-b61d9edf20a2,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.211320+00:00,
6fc8697b-b7f0-452f-aab2-ad24c4bd54d4,34cd1a1b-b93c-4391-a2e0-d99abd249aa7,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.211321+00:00,
d7864a2a-21da-45d4-b2cb-f8a6c0d95238,cab689d2-f891-4ea5-932b-889da316f84f,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.211321+00:00,
b4a23ae8-f785-44a3-b515-cbeb5f25d18d,276954d1-df08-41bb-9c88-a328c4aeb46e,False,4.00,3.00,5.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.211322+00:00,
42875d2c-3fde-4b62-bbee-feca36573d88,1113094b-193d-42ce-9d9d-03255ee88a68,False,2.25,2.00,3.00,2.00,,2.00,,0,0,2026-03-24 05:44:00.211322+00:00,
a0170ccf-d31f-4280-b62a-b403f93f751b,3741d3f6-8261-4196-9ce6-8d9047fe99a1,False,4.50,5.00,5.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.211323+00:00,
1ed124ef-285b-44cd-a567-63c5b2ec240b,5d527b25-c109-43bb-ab3f-66238ee4cc1c,False,1.50,2.00,2.00,2.00,,2.00,,0,0,2026-03-24 05:44:00.211323+00:00,
e0885585-f611-436b-aff4-b79f1318d803,0f597c44-4e02-4d73-ab7f-fd580699b5fe,False,4.00,4.00,4.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.211324+00:00,
92c34eab-4b62-4c05-a384-195f41f42b3b,e3260ba8-48a7-4fd9-8c8e-e4237c816a2b,False,3.00,3.00,3.00,3.00,,3.00,,0,0,2026-03-24 05:44:00.211324+00:00,
41cecbc5-3744-42cd-b5b2-8281c1c8283f,fcb078cc-955e-4c71-9445-8debe684a076,False,3.50,3.00,3.00,3.00,,5.00,,0,0,2026-03-24 05:44:00.211325+00:00,
d9d4d0a9-04a4-47e4-b9f4-65ce82cc54a1,2639103e-b737-4294-bba9-5a6e45d81256,False,3.25,4.00,2.00,3.00,,4.00,,0,0,2026-03-24 05:44:00.211325+00:00,
ca208129-985f-4c0c-a06f-962f99e141be,8e9356af-66af-4fd2-b2a2-92aca52af446,False,4.00,4.00,5.00,3.00,,4.00,,0,0,2026-03-24 05:44:00.211326+00:00,
d5db1b1c-1e69-451c-aea2-48f38e4629b3,eae841ee-0c2f-436c-8ace-4203745cb9dd,False,2.00,1.00,2.00,2.00,,4.00,,0,0,2026-03-24 05:44:00.211326+00:00,
394f7249-5a01-461e-a1c0-102a1f93077e,94a93840-f4eb-4c7e-9307-2edc2dd142e0,False,4.44,4.00,1.00,2.00,,2.00,,0,0,2026-03-24 05:44:00.211327+00:00,
8407816e-874e-4423-877f-4c97b4388c42,119ff210-c690-42ce-a239-b57602bd53fa,False,4.75,5.00,5.00,4.00,,5.00,,0,0,2026-03-24 05:44:00.211327+00:00,
81761ced-4986-488d-a22c-46331181c065,1f3ed0f2-9d42-4be4-b2ab-1fd1d3544d94,False,3.46,1.00,1.00,1.00,,4.00,,0,0,2026-03-24 05:44:00.211327+00:00,
5f610da8-fcf9-495b-a57c-e69dfb3ddb53,0d07ef3a-fcf5-4506-b56d-82258199aa1a,False,2.83,3.00,4.00,5.00,,3.00,,0,0,2026-03-24 05:44:00.211328+00:00,
a30ee8d0-81be-4e5d-856e-dcd4d828fc9d,6936d5e9-a817-477a-902b-26d0f5dd72f2,False,2.13,5.00,1.00,4.00,,3.00,,0,0,2026-03-24 05:44:00.211328+00:00,
d1ce039e-5f70-4aa5-89f3-a20925992eec,4f39791a-4c88-4989-b31e-2a0e7536b96c,False,2.75,4.00,2.00,3.00,,3.00,,0,0,2026-03-24 05:44:00.211329+00:00,
5fc81fd7-9c52-490f-aa6f-a05a8bf7639a,f8c0ee2e-432c-4f06-87f0-47fd3fd87d90,False,3.08,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.211329+00:00,
12409319-3789-4ef5-b52d-016abf871703,dfab9e4d-46fa-4add-9112-827a51ef8a3e,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.211330+00:00,
a62d61d0-3e91-4d72-8012-5caaf4356876,1132d61d-96fb-485d-b450-5bc22e68932c,False,2.50,3.00,3.00,3.00,,3.00,,0,0,2026-03-24 05:44:00.211330+00:00,
57898a9b-2975-49c1-a422-d18882598853,67239669-0426-4d58-b556-2c64b0143e8d,False,2.25,2.00,2.00,2.00,,3.00,,0,0,2026-03-24 05:44:00.211331+00:00,
691feb15-bec4-460c-8e66-d56f86ea0daf,fc69c913-c4b7-45e0-affc-56b52beb1776,False,2.50,3.00,2.00,1.00,,4.00,,0,0,2026-03-24 05:44:00.211331+00:00,
b66d27ec-e740-41b7-97a7-86f6852a8630,a1bd3cd8-2587-4e45-8056-818b6259dfbe,False,5.00,5.00,,,,,,0,0,2026-03-24 05:44:00.213235+00:00,
eca5b7f2-29c2-47d3-beef-6fe7f1e38499,c615b000-4959-4230-92c3-9bd9e1176ff0,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.213531+00:00,
3c0a83e6-f3ef-429b-a98a-ac81ec7de2e5,b118705c-dd37-4da7-a657-648428b10f46,False,2.50,2.00,2.00,3.00,,3.00,,0,0,2026-03-24 05:44:00.213533+00:00,
6c9f554e-344c-4933-a3db-96fc3ee56449,a9feefda-9a30-4f33-be19-1a07a95877f5,False,4.25,4.00,5.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.213533+00:00,
2ad2f2e1-c8eb-4428-b302-fcd591fe172d,a19810d6-becc-4e7c-9fb5-ba4d44fdb541,False,2.88,3.00,2.00,,,4.00,,0,0,2026-03-24 05:44:00.214087+00:00,
8ff1d00a-f53a-4fe0-b6dc-6f0ae6deea59,29cc3d70-b7af-4bd8-8fe7-79c9988e0d90,False,3.00,4.00,2.00,3.00,,3.00,,0,0,2026-03-24 05:44:00.214468+00:00,
0e5d01af-56b0-4ecd-b835-129b258f6959,79d668d5-c002-419d-9089-f03f61b50e09,False,1.00,1.00,1.00,1.00,,1.00,,0,0,2026-03-24 05:44:00.214470+00:00,
7b015312-7fe6-4708-8dbd-b4833f3035c8,41955ae9-1a0c-4b91-8c4f-1b171d1f107b,False,4.00,5.00,3.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.214470+00:00,
13b07f5a-90d1-4ad1-ab9d-0ba042064b7a,04a503d2-c7b9-4f05-bb5d-ad62c8b75971,False,2.50,1.00,1.00,1.00,,5.00,,0,0,2026-03-24 05:44:00.214471+00:00,
c92c5406-6cb3-4756-bc6b-f36cd8141ecf,26038e38-12a1-4ccd-8ccc-88d78ac5a6e9,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.214472+00:00,
e01173f7-ed27-4f6b-ab7f-d654791d74bf,f07d3fc2-313b-4ccf-8685-4b580e4e9333,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.214472+00:00,
b27294a9-6746-4a40-a879-4147386a6c2a,3c81f46d-2ae5-4741-98a3-a1fd50fd35de,False,4.25,4.00,5.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.214473+00:00,
655a4809-1e01-4b9f-8a68-2791dc883422,892feaf8-e04b-4869-aeee-4ce46bb66b10,False,4.25,4.00,5.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.214473+00:00,
609e73d9-c204-412c-83d2-b3fbf60dacd3,48c1fff5-20ef-44bd-85ba-39e0a95c35cc,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.214474+00:00,
c41d5d4a-3666-4fc0-a4c4-74ef1bc69545,3daac049-a6da-4e0d-9c54-1aa2e50916f9,False,4.50,4.00,5.00,5.00,,4.00,,0,0,2026-03-24 05:44:00.214474+00:00,
64b0c9f7-52b5-4e81-876b-32b2aa46b6dc,9ab34301-3863-45f8-8b53-004a4c8ccce6,False,5.00,,5.00,5.00,,,,0,0,2026-03-24 05:44:00.215394+00:00,
bfef52ac-24ef-4198-85bf-6a791f4720ab,04c9476e-6de4-46db-b094-2fbc651fe11b,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.215622+00:00,
10f969f9-9b46-4ef1-9b09-4418ab771051,52192562-394b-4e06-8fc5-1832f12db8b6,False,1.33,2.00,1.00,,,1.00,,0,0,2026-03-24 05:44:00.215838+00:00,
913c0588-8476-4e6f-bdd2-caddabcc0836,64cc97f8-fe91-48ad-88c7-ab47ed305294,False,4.75,5.00,5.00,5.00,,4.00,,0,0,2026-03-24 05:44:00.216043+00:00,
fa41ea44-2fb3-4d21-be63-d7d2577cc6f9,a5e39a85-982b-4f38-a2f1-7787aeca5c5f,False,2.33,,1.00,1.00,,5.00,,0,0,2026-03-24 05:44:00.216280+00:00,
7e7e0602-82f6-4344-a18e-8595617cab32,c7e76df8-6716-4fd1-812b-d3be99851357,False,4.25,4.00,5.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.216539+00:00,
77f3d6ef-4da7-4fc0-a822-4bf11f4e4d5d,11fad636-c16e-4e6b-96b9-d626d29cc3e9,False,4.25,4.00,5.00,5.00,,3.00,,0,0,2026-03-24 05:44:00.216540+00:00,
3a199602-bdbf-45ce-8433-46eee0881627,09a88ced-da4a-4fab-9745-012598c6d4dd,False,2.75,2.00,1.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.216541+00:00,
1eff8d5b-888e-45bc-8425-5fb5ad8f163b,711e139f-7c07-41bb-9542-46515bc87d6e,False,5.00,5.00,5.00,5.00,,5.00,,0,0,2026-03-24 05:44:00.216541+00:00,
428399f7-3083-41bb-a641-46e77be67e8e,e1827fc4-d8dd-4032-8e85-364b91e677ee,False,2.50,3.00,3.00,2.00,,2.00,,0,0,2026-03-24 05:44:00.216542+00:00,
b3cdcae9-c6da-40be-9d57-2742d50b6667,297f2b6f-c014-4971-9857-8386b68dcf9f,False,3.88,4.00,2.00,3.00,,4.00,,0,0,2026-03-24 05:44:00.216542+00:00,
c1786d9c-6460-4bd7-8744-9fcee1d03250,638ddf90-f646-40fd-96f1-7e9dcca86234,False,4.50,5.00,5.00,4.00,,4.00,,0,0,2026-03-24 05:44:00.216543+00:00,
f324c745-a881-4ad3-abcd-05f6de325ee7,4d9a9101-53b1-4b5e-b5e5-eafefde8f9dd,False,3.75,4.00,5.00,3.00,,3.00,,0,0,2026-03-24 05:44:00.216543+00:00,
